target	first_context	second_context	label	idx	pos	first_word	first_position	second_word	second_position																
tæppe	Selv er jeg en flittig teatergænger, og jeg glæder mig hver eneste gang tæppet går for en ny oplevelse	Et tykt tæppe af ildelugtende røg fra naboens havebål, mens man har frokostgæster på terrassen, har været starten på mangen en nabostrid	different_sense	15125	sb.	tæppet	(72, 78)	tæppe	(8, 13)																
sprog	Sansning og konkret handling udvikles [: hos barnet] til følelser, vaner, sprog og tænkning	Kærlighedens sprog, det smukkeste og reneste sprog i verden	different_sense	12654	sb.	sprog	(74, 79)	sprog	(13, 18)																
korn	I over 200 danske lader ligger der i øjeblikket 630.000 tons korn	avnen, det er skallen, der ligger rundt om det lillebitte korn	same_sense	6025	sb.	korn	(61, 65)	korn	(58, 62)																
mave	Jeg er blevet skoldet på maven	Han er et agtet medlem af samfundet, en aldeles uvoldelig mand med briller og tendens til mave	same_sense	7595	sb.	maven	(25, 30)	mave	(90, 94)																
undersøgelse	En særdeles billig undersøgelse af de øverste lag i undergrunden kan foretages ved at sende strøm igennem lagene	En stor del af den nye viden, der præsenteres i det følgende, er taget fra udenlandske undersøgelser, især svenske og engelske	same_sense	15322	sb.	undersøgelse	(19, 31)	undersøgelser	(87, 100)																
taber	Ingen vinder og ingen taber, og en fortsat uafklaret parlamentarisk situation er situationen efter valget til Grønlands Landsting	De sociale nedskæringer har allerede skabt tabere, der skal hjælpes, inden det er for sent	different_sense	14041	sb.	taber	(22, 27)	tabere	(43, 49)																
vej	de .. kører ud ad en støvet vej i en gammel, åben Ford	han .. kantede sig vej op til baren, og bestilte en øl	same_sense	15504	sb.	vej	(28, 31)	vej	(19, 22)																
økonom	enhver økonoms beskrivelse, forklaring og vurdering af økonomiske forhold .. vil være baseret på en økonomisk teori (og ideologi)	jeg synes ikke at det var noget med at hun skulle bede far om pengene .. hun var faktisk en god økonom	different_sense	16098	sb.	økonoms	(7, 14)	økonom	(96, 102)																
stykke	Ved prøven forelægges en ulæst nutidig prosatekst på ca. 3/4 side og et stykke fra de opgivne tekster på ca. 1/2 side	jeg [vil] med henvisning til forretningsordenens paragraf 4, stykke 6, foreslå, at forhandlingerne afsluttes	same_sense	13336	sb.	stykke	(72, 78)	stykke	(61, 67)																
mad	Jeg vækker dig om en halv time, hvis du sover — så står maden på bordet	Igen i dag havde hans mor smurt leverpostej på den ene af hans fire madder. Føj!	different_sense	7400	sb.	maden	(56, 61)	madder	(68, 74)																
album	aften efter aften bladrer [han] i et gammelt album med fotografier fra skyttegravskrigen	Gasolin' har udgivet otte danske album, mens bandet også udgav fire album på engelsk	different_sense	216	sb.	album	(45, 50)	album	(33, 38)																
atmosfære	Helium blev faktisk opdaget på Solen før man fandt denne gas i den jordiske atmosfære	Ovnen skaber hygge og atmosfære omkring sig	different_sense	583	sb.	atmosfære	(76, 85)	atmosfære	(22, 31)																
fred	Hvis ikke I kan holde fred nu, må jeg lukke jer inde på hver sit værelse, sagde mor	Ved freden i Kiel 14. januar 1814 havde han måttet afstå Norge til den svenske konge og Helgoland til England	different_sense	3156	sb.	fred	(22, 26)	freden	(4, 10)																
indgang	der er vagt ved indgangen til bygningen døgnet rundt	i går var der køer foran indgangene til Tivoli	same_sense	4754	sb.	indgangen	(16, 25)	indgangene	(25, 35)																
offer	Gitte var et tilfældigt offer for en vanvittig sex-forbryder	det er blevet for surt at arbejde med et teater, der hele tiden er offer for nedskæringer	different_sense	8750	sb.	offer	(24, 29)	offer	(67, 72)																
økonomi	Danmarks største dagligvare-koncern, FDB, har problemer med at få økonomi i Irma-kæden	Birgitte havde også fortalt, at hun læste økonomi om aftenen	different_sense	16151	sb.	økonomi	(66, 73)	økonomi	(42, 49)																
engel	man [tænker] meget på døden og forestiller sig den som en hvidklædt og venlig engel, der en nat vil kysse ens øjenlåg	Politikerne er jo hverken engle eller djævle. Men fredelige, sympatiske mennesker	different_sense	2172	sb.	engel	(78, 83)	engle	(26, 31)																
glød	Efter maden varmede vi os ved bålets flammer, og senere dets gløder	Kaklernes ornamentale mønstre og klare farver .. får en ekstra glød under den blanke glasur	different_sense	3717	sb.	gløder	(61, 67)	glød	(63, 67)																
bund	Han vendte bunden i vejret på cognacflasken og tappede de absolut sidste dråber	Der var sort sand på karrets bund	different_sense	1494	sb.	bunden	(11, 17)	bund	(29, 33)																
lettelse	han har til familiens store lettelse bestået en styrmandseksamen	i Danmark [må vi] satse på lettelser i moms, energiafgifter og andre punktafgifter hurtigt	different_sense	6884	sb.	lettelse	(28, 36)	lettelser	(27, 36)																
album	Han meddeler, at The Cure meget snart går i studiet for at færdiggøre bandets nye album — det første siden "4: 13 Dream" (2008)	Efter bruddet med Gnags startede Henning Stærk i 1981 sin solokarriere med et selvbetitlet album	same_sense	202	sb.	album	(82, 87)	album	(91, 96)																
hav	Gud kaldte det tørre land jord, og det sted, hvor vandet samlede sig, kaldte han hav	Sejlbåden nærmede sig en lille holm, som stak op af havet	same_sense	4068	sb.	hav	(81, 84)	havet	(52, 57)																
repertoire	angriberen Shawki [viste] endnu et eksempel på sit afvekslende repertoire, men hans flotte saksespark endte ved siden af det danske mål	Vinen var tunesisk som alle vinene på repertoiret, en rød Chateau Khanguet 1989, kraftig og robust	different_sense	10322	sb.	repertoire	(63, 73)	repertoiret	(38, 49)																
stue	Der var næsten helt stille i stuen. Hendes far var vist faldet i søvn derovre i stolen	[børnene] var støjende og umulige og havde flyttet rundt på møblerne i stuen og bygget hule under spisebordet	same_sense	13300	sb.	stuen	(29, 34)	stuen	(71, 76)																
hule	Om foråret .. tittede bjørnene frem fra deres huler, hvor de havde sovet lunt og godt hele vinteren	Pigerne .. havde flyttet rundt på møblerne i stuen og bygget hule under spisebordet	different_sense	4569	sb.	huler	(46, 51)	hule	(61, 65)																
titel	Om årets turnering vides med sikkerhed, at sidste års vinder ikke får lejlighed til at forsvare sin titel	Ejerne af det biodynamiske gårdmejeri Smidstrupgård kan nu smykke sig med titlen som årets danskere	same_sense	14503	sb.	titel	(100, 105)	titlen	(74, 80)																
korn	avnen, det er skallen, der ligger rundt om det lillebitte korn	De fleste bjergarter indeholder små korn af jernholdige stoffer	different_sense	6033	sb.	korn	(58, 62)	korn	(36, 40)																
barndom	De fleste af kvinderne inddrager barndommen som betydningsbærende for deres voksne liv	I fjernsynets barndom gik alle udsendelser direkte, og der måtte ikke ske fejl	different_sense	778	sb.	barndommen	(33, 43)	barndom	(14, 21)																
slægtskab	De var fætter og kusine, og der var jo folk der sagde at det var farligt med så nært et slægtskab mellem ægtefolk	slægtskabet med Villy Sørensen er til stede uden at blive en belastning, dertil er Svend Åge Madsen i alt for høj grad sin egen	different_sense	12303	sb.	slægtskab	(88, 97)	slægtskabet	(0, 11)																
rand	Mens mine forældre sendte mig et blik eller to skænkede hun til randen af mit glas	Hans whiskyglas havde sat en rand på et brev fra 1868	different_sense	10203	sb.	randen	(64, 70)	rand	(29, 33)																
slagmark	Vi har aldrig kunnet bryste os af de store sejre på slagmarkerne. Til gengæld er Danmark overdrysset med befæstningsanlæg	Køkkenet var igen en slagmark. Komfuret var næsten gult af størknet fedt, som fortalte mig, at hun havde lavet bacon og æg til morgenmad	different_sense	12260	sb.	slagmarkerne	(52, 64)	slagmark	(21, 29)																
vært	Værten på hotellet taler dansk, og hans personale forstår dansk med lidt håndbevægelser	Marsvinet er som alle vildtlevende dyr vært for et antal parasitter	different_sense	16022	sb.	Værten	(0, 6)	vært	(39, 43)																
mekanik	Befolkningen er alt for lidt klar over mekanikken i demokratiet og i samfundet	Et menneske med sans for mekanik kunne let blive opfinder	different_sense	7872	sb.	mekanikken	(39, 49)	mekanik	(25, 32)																
tv-skærm	billedformatet i serien [er] nu også blevet tilpasset vores moderne TV-skærme, så de sorte bjælker på skærmen er væk, og hovedpersonerne kommer til at synes tættere på	Begge tv-skærme i familiens lejlighed blev pillet ned. Både den i køkkenet og i soveværelset	same_sense	15057	sb.	TV-skærme	(68, 77)	tv-skærme	(6, 15)																
alvor	Efterhånden var jeg nået op i den aldersklasse, hvor livets alvor begynder at udfolde sig	købmanden gik med værdig alvor rundt og kontrollerede, at alt gik rigtigt til og var til kundernes tilfredshed	different_sense	225	sb.	alvor	(60, 65)	alvor	(25, 30)																
skilsmisse	Vi ønskede ikke et stort bryllup, da mine forældre få år forinden var blevet skilt i en på alle måder ulykkelig skilsmisse	Man skal gøre alt for at undgå en ulykkelig skilsmisse, mener udenrigsminister Jeppe Kofod, der er parat til at åbne nye forhandlinger med briterne og også til at udsætte fristen, hvis der er gode grunde til det	different_sense	11734	sb.	skilsmisse	(112, 122)	skilsmisse	(44, 54)																
bakke	[lyngen gror] i naturen bedst på de brede hedestrækninger og på bakker	han [lod] lastbilen arbejde sig i lavt gear op ad en bakke	different_sense	631	sb.	bakker	(64, 70)	bakke	(53, 58)																
forfader	En stamtavle indeholder de biologiske forfædre og -mødre, man kan opspore navnene på	Giraffernes og alle de andre hovdyrs .. fælles forfar var et lillebitte hovdyr der har levet for mange millioner år siden	different_sense	2782	sb.	forfædre	(38, 46)	forfar	(47, 53)																
enhed	trods brydninger mellem kraftfulde høvdingeslægter .. bevaredes rigets enhed	jeg [vil] foreslå, at du tager 1000 enheder E-vitamin dagligt, hvis dit blodtryk er i orden	different_sense	2178	sb.	enhed	(71, 76)	enheder	(36, 43)																
slave	slaverne [skulle] slide 12 timer om dagen i sukkerrørs-markerne eller i møllerne, hvor man lavede sukker	Det er uhyggeligt at se, hvordan børn i dag er slaver af moden	different_sense	12268	sb.	slaverne	(0, 8)	slaver	(47, 53)																
konstitution	takket være sin gode konstitution kom han sig væsentligt hurtigere over sygdommen, end et almindeligt trænet menneske ville gøre	Efter atter en konstitution som dommer i Østre Landsret blev han dommer her fra 1995	different_sense	5909	sb.	konstitution	(21, 33)	konstitution	(15, 27)																
kredsløb	Den 4. oktober 1957 .. sendte russerne den første kunstige satellit, Sputnik 1, i kredsløb om Jorden	vi er del af et organisk kredsløb, som vi er i fuld gang med at underminere — den globale, økologiske katastrofe lurer lige om hjørnet	different_sense	6229	sb.	kredsløb	(82, 90)	kredsløb	(25, 33)																
teknik	I teknikkens tidsalder må det .. være naturligt at supplere sikkerheden med video-overvågning af passagerskibenes øde gangarealer	Biografen får fire sale med i alt 600 sæder og forsynes med den nyeste teknik inden for branchen	different_sense	14201	sb.	teknikkens	(2, 12)	teknik	(71, 77)																
forsikring	Vi har altid været gode til at fortælle kunderne hvad en forsikring dækkede, vi har nok ikke fremhævet tydeligt nok hvad en forsikring ikke dækker	Mit forsikringsselskab sendte forleden et tilbud angående forsikring af bilen	same_sense	3025	sb.	forsikring	(57, 67)	forsikring	(4, 14)																
fotografering	Præsidenterne Gorbatjov og Bush gør klar til fotografering i London	Fotografering er en herlig hobby, men den er også kostbar	different_sense	3132	sb.	fotografering	(45, 58)	Fotografering	(0, 13)																
magt	gruppen blev med magt smidt ud af bygningen	USA ville ikke acceptere, at fjendtlige magter skulle få fodfæste på den vestlige halvkugle	different_sense	7436	sb.	magt	(17, 21)	magter	(40, 46)																
hold	Kvinden blev skudt på klos hold .. og hun var død på stedet	Fra teologisk hold plejer man at afvise reinkarnation ved at stemple det som hinduisme	different_sense	4352	sb.	hold	(27, 31)	hold	(14, 18)																
tortur	Tortur, forfølgelse og indespærring hører til dagligdagen for millioner af mennesker Verden over	jeg kan godt fortælle jer, at det var ren tortur at tabe de nødvendige kilo	different_sense	14637	sb.	Tortur	(0, 6)	tortur	(42, 48)																
handelsvare	I filmen dokumenteres det, hvordan adoptivbørn er blevet en eftertragtet handelsvare i Indien	Som venstrehåndet bagspiller er Barisic en eftertragtet handelsvare i håndboldens verden	same_sense	16362	sb.	handelsvare	(73, 84)	handelsvare	(56, 67)																
ønske	kan De forestille Dem nogen grund til, at nogen skulle nære noget ønske om at slå Deres mand ihjel?	Vel mødt og endnu engang vore bedste ønsker for det nye år	different_sense	16155	sb.	ønske	(66, 71)	ønsker	(37, 43)																
offer	5 % af ofrene for gadevold får psykiske mén	Gitte var et tilfældigt offer for en vanvittig sex-forbryder	same_sense	8736	sb.	ofrene	(7, 13)	offer	(24, 29)																
hus	byen består af 50-100 huse	Aldrig før i den samlede Danmarkshistorie blev der bygget så mange huse som i 60'erne og 70'erne	same_sense	4578	sb.	huse	(22, 26)	huse	(67, 71)																
kugle	Vikingerne kunne ikke vide, at jorden var en kugle. For dem var den en skive, der flød på et stort hav	tyskerne skød med maskingevær fra Dagmarhus og kuglerne fløjtede om ørerne på os	different_sense	6392	sb.	kugle	(45, 50)	kuglerne	(47, 55)																
beklædning	Han var iført lys beklædning, muligvis vindjakke	I Portugal, Spanien og Sydfrankrig ser man tit rustikke kakler som en noget ujævn, (men charmerende) beklædning på køkkenbordene	different_sense	862	sb.	beklædning	(18, 28)	beklædning	(101, 111)																
moral	Hvordan skal man tro på regeringens moral, når vi kender til en Tamil-sag, en Ambi-sag og en Gebyr-sag	Filmen blev en vigtig del af medieindsatsen for at holde moralen oppe på den amerikanske hjemmefront under Anden Verdenskrig	different_sense	8108	sb.	moral	(36, 41)	moralen	(57, 64)																
bønne	Ærter og bønner har nogle knoldbakterier på rødderne, der kan binde luftens frie kvælstof og lave det til organisk kvælstof	Snit bønnerne i små stykker og vend dem i en god olie/eddike dressing med masser af hakket rå løg	same_sense	1673	sb.	bønner	(9, 15)	bønnerne	(5, 13)																
klub	det er en meget konkurrencepræget klub, altså de er med i mange mesterskaber og sådan noget	efter man har spist så går man i klubben .. den har åbent fra halvsyv eller syv	same_sense	5697	sb.	klub	(34, 38)	klubben	(33, 40)																
indstilling	Min far var .. total afholdsmand. Denne indstilling havde han fået allerede som ung mand	Indstillingen "langsom" betyder, at pilen kun flytter sig lidt ved en lang bevægelse af musen	different_sense	4802	sb.	indstilling	(40, 51)	Indstillingen	(0, 13)																
gulv	jeg [lister] hen over det knirkende gulv og kigger ud med døren på klem	Johan og Axel havde sat sig på gulvet ved den lune kakkelovn	same_sense	3990	sb.	gulv	(36, 40)	gulvet	(31, 37)																
omgang	Han drejede en omgang om sig selv	godaften og velkommen til en ny omgang quiz for hele familien Danmark	different_sense	8778	sb.	omgang	(15, 21)	omgang	(32, 38)																
væv	forskere arbejder med at transplantere væv fra aborterede fostre ind i syge hjerner	Det meste af træstammen består af dødt, ufleksibelt væv	same_sense	16031	sb.	væv	(39, 42)	væv	(52, 55)																
idræt	flere og flere danskere dyrker idræt — og det er især motionisternes antal, der vokser	idrætten er en vigtig del af kulturlivet	same_sense	4727	sb.	idræt	(31, 36)	idrætten	(0, 8)																
forfatning	Loven var i strid med forfatningen. De måtte prøve at få højesteret til at omstøde den	Før restaureringen var tehuset i en miserabel forfatning	different_sense	2784	sb.	forfatningen	(22, 34)	forfatning	(46, 56)																
ballon	Han lever af at bygge giraffer, soldater, papegøjer, firma-logoer og meget andet af balloner	Første gang mennesket kunne sende en bemandet ballon op var i 1783	different_sense	701	sb.	balloner	(84, 92)	ballon	(46, 52)																
guld	Ved de to indbrud blev der stjålet .. guld og sølv for flere hundrede tusinde kroner	Jette Frölich [har] valgt at arbejde med farverne grøn, rød, hvid og guld, altså de helt klassiske julefarver	different_sense	3987	sb.	guld	(38, 42)	guld	(69, 73)																
race	Skotsk højlandskvæg er en meget rolig race	De hvide i Rhodesia så ned på de sorte, lagde ikke skjul på, at de betragtede dem som en underlegen race og forventede ubetinget lydighed	different_sense	10064	sb.	race	(38, 42)	race	(100, 104)																
pladder	Selvfølgelig er det idylliseret pladder .. at solen altid skinnede om sommeren	De blev møgbeskidte af at ligge på maven i pladderet	different_sense	9358	sb.	pladder	(32, 39)	pladderet	(43, 52)																
søn	Jeg ville ønske, at Vorherre havde skænket mig en søn. Men hva' fanden ... Jeg har to dejlige døtre	Josef, Davids søn, vær ikke bange for at tage Maria til dig som hustru	same_sense	13981	sb.	søn	(50, 53)	søn	(14, 17)																
bomuld	Hun bar en enkel blå kjole af bomuld	I midten af 1800-tallet dækkede USA ¾ af verdens forbrug af bomuld	same_sense	1293	sb.	bomuld	(30, 36)	bomuld	(60, 66)																
tryk	Hot Tuna T-shirt med tryk koster 199 kr.	Kunstværket er en gave til Danmarks Naturfredningsforening. Der er lavet 500 originale nummererede og signerede tryk	same_sense	14756	sb.	tryk	(21, 25)	tryk	(112, 116)																
træ	Det var godt koldt, og der var .. ingen blade på træerne	Skoven blev fældet, for at træet kunne bruges til bygning af huse, vogne, skibe og møbler	different_sense	14836	sb.	træerne	(49, 56)	træet	(27, 32)																
barn	Har du talt med dit barn i dag?	Vi har fire voksne børn, hvoraf den yngste ikke er gift endnu	same_sense	767	sb.	barn	(20, 24)	børn	(19, 23)																
sæson	Everton er i gang med en forrygende sæson, og opturen fortsatte søndag eftermiddag, hvor holdet på udebane besejrede Wigan	Nikolaj Lie Kaas spiller druide i 'Britannia'. En hovedkarakter, der — tilsyneladende — undgår at dø i første sæson	different_sense	13880	sb.	sæson	(36, 41)	sæson	(110, 115)																
kost	Fødevarer, som indeholder fedt og sukker, er ikke sund kost	Han kom fra en familie, hvor skænderier og drillerier var daglig kost	different_sense	6088	sb.	kost	(55, 59)	kost	(65, 69)																
væv	forskere arbejder med at transplantere væv fra aborterede fostre ind i syge hjerner	og så har vi sat væv på fordi min far gad altså ikke at tage tapet på	different_sense	16035	sb.	væv	(39, 42)	væv	(17, 20)																
lam	Fordi de skal slagtes, blev lammene i går skilt fra fårene	Rører vi .. ved et rålam, får det en forkert duft, og råen kender ikke mere sit lam og kan forlade det	same_sense	6744	sb.	lammene	(28, 35)	lam	(21, 24)																
forbehold	Danmark tiltrådte aftalerne med forbehold for den senere godkendelse i Folketinget	tallene må tages med ekstra forbehold, fordi det statistiske materiale er svagere, jo mindre en gruppe, der tages ud til analyse	same_sense	2706	sb.	forbehold	(32, 41)	forbehold	(28, 37)																
forklaring	efter at have hørt hendes forklaring, fandt dommeren ikke grundlag for at fængsle hende	Charles Darwin fremsatte en teori til forklaring af evolution ved naturlig selektion	same_sense	2847	sb.	forklaring	(26, 36)	forklaring	(38, 48)																
program	70 ordblinde børn i Albertslund får computere med et særligt program, der kan hjælpe dem	Tøjet vaskes på det program, man normalt ville vælge, dog bør man altid forvaske	different_sense	9834	sb.	program	(61, 68)	program	(20, 27)																
måltid	Ideen om, at det fælles måltid skaber samhørighed, har .. lange rødder	han gør altid vrøvl over maden og spiser næsten intet til måltiderne	same_sense	8478	sb.	måltid	(24, 30)	måltiderne	(58, 68)																
amatør	En koncert med amatører på et jævnt teknisk plan kan f.eks. i kraft af musikernes engagement og entusiasme være en større oplevelse end en rutinepræget koncert på højt professionelt niveau	Han forsikrede så, at de ikke ville bære sig ad som idioter eller amatører	different_sense	229	sb.	amatører	(15, 23)	amatører	(66, 74)																
skær	En skoletid, som ofte var sur, står 50-60 år senere i erindringen i et rosenrødt skær	Det musikalske samvær skal have .. friskhedens skær	different_sense	12050	sb.	skær	(81, 85)	skær	(47, 51)																
kapitel	Pantebreve behandles i Grundbog 2 i kapitlet om handel med fast ejendom	Nu er den sidste eksamen overstået, og et helt kapitel i deres liv er slut	different_sense	5345	sb.	kapitlet	(36, 44)	kapitel	(47, 54)																
pisk	hesten havde stejlet, som ville den protestere. Men hans far havde bevaret kontrollen og givet den med pisken	I ti år har man med pisk i den ene hånd og gulerod i den anden .. meddelt de sløve og forkælede danskere, at nu er det på tide at vågne op	different_sense	9351	sb.	pisken	(103, 109)	pisk	(20, 24)																
kapital	Foreningen har .. lidt kapital. I alt en beholdning på cirka 100.000 kr.	erhvervslivet havde brug for kapital til nye fremstød	same_sense	5323	sb.	kapital	(23, 30)	kapital	(29, 36)																
trop	Så cykler Glistrup med en trop af fremskridtsfolk i alle aldre og forskellige cykeltyper ud af Rigsdagsgården	Nicaraguanske og honduranske tropper beskød hinanden hen over grænsen mandag	different_sense	14749	sb.	trop	(26, 30)	tropper	(29, 36)																
distance	Kortere landevejsløb og 10.000 m på bane bliver mine fremtidige distancer	Humor er en kejtet, men følsom måde at gribe det alvorlige på, samtidig med at man opretholder en munter distance	different_sense	1916	sb.	distancer	(64, 73)	distance	(105, 113)																
konflikt	Mange skænderier og konflikter i parforholdene handler stadig om penge	Onsdag aften truede det jugoslaviske præsidentskab med at gribe ind i konflikten i Kosovo	same_sense	5877	sb.	konflikter	(20, 30)	konflikten	(70, 80)																
pude	Hun strakte sig dovent på hynden og muflede en pude til rette under nakken	airbagen, en pude, der ved sammenstød udløses og pustes op, så føreren undgår kvæstelser	different_sense	9940	sb.	pude	(47, 51)	pude	(13, 17)																
gren	Vi har to kranspulsårer, en højre og en venstre. De .. deler sig i stadigt tyndere grene	[han havde] specialiseret sig i en gren inden for trylleri kaldt mental-magi	different_sense	3797	sb.	grene	(83, 88)	gren	(35, 39)																
forsvar	Otto Mertz blev udsat for en usædvanlig hårdhændet behandling af det svenske forsvar. Men et sekund før tid tog han hævn og scorede det afgørende mål	Under Iran-krigen ledede Abbas på et vist tidspunkt forsvaret af havnebyen Basra	different_sense	3076	sb.	forsvar	(77, 84)	forsvaret	(52, 61)																
epistel	Mange tak for dine to epistler, den sidste nåede mig på selve fødselsdagen	den asketiske tendens er netop stærkere udtalt i epistlerne end i evangelierne	different_sense	2190	sb.	epistler	(22, 30)	epistlerne	(49, 59)																
straf	[Cykelrytteren] er blevet idømt en straf for at få lidt for meget hjælp fra en servicevogn	Nogen tror på den evige genkomst eller på straf og belønning efter fortjeneste i det hinsidige	different_sense	13235	sb.	straf	(35, 40)	straf	(42, 47)																
date	Jeg har aldrig selv prøvet at arrangere en date, men jeg ville tage en romantisk ridetur i en smuk skov	Pga. hendes utallige aftaler og dates, har hun anskaffet sig en Time Manager og tilhørende visitkort	same_sense	1828	sb.	date	(43, 47)	dates	(32, 37)																
vin	Jeg drak det meste af en flaske vin til maden, og jeg tror nok, jeg blev lidt beruset	Montagny udmærker sig som et hvidvinsområde med fine frugtagtige vine, der har en fyldig og "fed" lang eftersmag	same_sense	15748	sb.	vin	(32, 35)	vine	(65, 69)																
søjle	[der var] stadig ikke noget udsving på termometrets blå søjle	En tyk søjle af røg rejste sig over stedet, hvor Airbussen var styrtet ned	same_sense	13960	sb.	søjle	(56, 61)	søjle	(7, 12)																
sted	Danmark, hvor ligger det? — Oppe nordpå et sted	Nu vil jeg flotte mig, sagde Valter. — Et fint sted, god mad, vin til maden, ægte kaffe og en cognac til	same_sense	12856	sb.	sted	(43, 47)	sted	(47, 51)																
sammentrækning	Det blodtryk, som opstår ved hjertets sammentrækning, presser blodet ud i arterierne	Brunch er en sammentrækning af breakfast (morgenmad) og lunch (frokost)	different_sense	11019	sb.	sammentrækning	(38, 52)	sammentrækning	(13, 27)																
transport	Under transporten vekslede de fire fanger ikke et ord med hinanden	Theresienstadt var .. en gennemgangslejr, hvorfra der med ujævne mellemrum afgik transporter af jøder til gaskamrene i Polen	different_sense	14649	sb.	transporten	(6, 17)	transporter	(81, 92)																
repræsentation	Ekspertsystem-udvikling var en oplagt opgave for humanistiske dataloger .. Psykologer kunne arbejde med videnbegrebet. Filosoffer kunne arbejde med systemer til repræsentation af viden	Skulpturen [blev] skabt til Vesthimmerlands Gymnasium, som dermed har den største repræsentation herhjemme af Per Kirkebys arbejder indenfor denne genre	same_sense	10332	sb.	repræsentation	(161, 175)	repræsentation	(82, 96)																
stue	[børnene] var støjende og umulige og havde flyttet rundt på møblerne i stuen og bygget hule under spisebordet	Bjørn gik ind på stuen, der var overraskende lys og varm, i modsætning til den lange hospitalsgang	different_sense	13302	sb.	stuen	(71, 76)	stuen	(17, 22)																
sal	festivalen slutter søndag eftermiddag i Musikbibliotekets sal, hvor der uropføres et værk af Axel Borup Jørgensen	Gadedøren var heldigvis ulåst, og inde i opgangen fandt hun navnet på et skilt: L. Andersen, 2. sal	different_sense	10875	sb.	sal	(58, 61)	sal	(96, 99)																
vigtighed	De seneste års forskning har bl.a. bevist vigtigheden af, at man får tilstrækkelig med fiber	det med anonymiteten, at han rejste incognito, kunne kun være indbildning og vigtighed	different_sense	15735	sb.	vigtigheden	(42, 53)	vigtighed	(77, 86)																
operation	Inden operationen markerede kirurgen med streger, hvor hun skulle skæres	kokain-ligaens operationer på dansk grund kan spores tilbage til 1987-88	different_sense	8877	sb.	operationen	(6, 17)	operationer	(15, 26)																
forhandler	Han klagede til forhandleren, som udskiftede sædet	Det var her, at sovjetiske og amerikanske forhandlere i 1979 underskrev SALT II-våbenaftalen	different_sense	2786	sb.	forhandleren	(16, 28)	forhandlere	(42, 53)																
mekanisme	Som ved faldfælden er der lokkemad anbragt på passende sted, hvor dyret let kommer til at udløse mekanismen	han havde dyb indsigt i de sjælelige mekanismer og den tankegang, der gjorde handlingen mulig	different_sense	7875	sb.	mekanismen	(97, 107)	mekanismer	(37, 47)																
membran	Adamsæblet .. består af plader, som holdes sammen af muskelfibre og membraner	[højttalerens] to bas-enheder er tilsluttet sådan, at når den ene membran går opad, går den anden nedad	different_sense	7879	sb.	membraner	(68, 77)	membran	(66, 73)																
tro	Jeg tror – mere end tro kan det aldrig blive – at han havde ret: Den krig kunne være undgået	Ved en frygtelig fejltagelse var han kommet til at drikke af en flaske med salmiakspiritus i den tro, at det var skibsøl	same_sense	14727	sb.	tro	(4, 7)	tro	(97, 100)																
længde	To mænd udstyret med motorsav havde .. skåret træet ud i længder, der var til at transportere	renten vil være påvirket af restløbetidens længde	different_sense	7299	sb.	længder	(57, 64)	længde	(43, 49)																
kolonne	Klokken fem stormer slesvig-holstenerne, men den første kolonne kastes tilbage	Soldaterne, på nær en kolonne, var trukket ud af hovedstaden	same_sense	5832	sb.	kolonne	(56, 63)	kolonne	(22, 29)																
udveksling	Hun går på handelsskole i København og vil til sommer et år til USA på udveksling	Gennem bughinden foregår hele tiden en udveksling af vand og salte	different_sense	15284	sb.	udveksling	(71, 81)	udveksling	(39, 49)																
testamente	han [tager] nu – efter et alvorligt hjerteanfald – ordet i en erindringsbog, der kun kan opfattes som et politisk testamente	Siden Christian VIs bibel fra 1740 er der ikke kommet en samtidig oversættelse af begge testamenter	different_sense	14250	sb.	testamente	(114, 124)	testamenter	(88, 99)																
kost	Fødevarer, som indeholder fedt og sukker, er ikke sund kost	Jeg har lagt kosten om til mere frugt og grønt	same_sense	6076	sb.	kost	(55, 59)	kosten	(13, 19)																
port	Indløbet lukkes med en port, når gitteret skal renses	Da han kom til slottet, bankede han på porten med sin stok. "Hvem der?" råbte vagten	different_sense	9554	sb.	port	(23, 27)	porten	(39, 45)																
tarm	Når man har spist, drukket eller røget for meget, samler der sig tit luft i tarmene, så det rumler og trykker i maven	Entreen er en lang smal tarm med døre ind til alle rum	different_sense	14120	sb.	tarmene	(76, 83)	tarm	(24, 28)																
ryg	Grete sad .. på knæ og klappede hundens ryg	Stegningen af de fine kødstykker, ryg og køller, kræver lidt omhu	same_sense	10682	sb.	ryg	(40, 43)	ryg	(34, 37)																
omgang	De to russere havde to omganges forspring fra finalens start [: i 6-dages-løbet], og det holdt de	Julen fejrer vi alene, men ellers får vi gæster i flere omgange	different_sense	8781	sb.	omganges	(23, 31)	omgange	(56, 63)																
udgang	han har kontrakt til udgangen af april	Der er en bagtrappe til gården og herfra er der trappen og elevatoren, ikke? Er der flere udgange?	different_sense	15177	sb.	udgangen	(21, 29)	udgange	(90, 97)																
bundt	10 bundter lækkert blødt norsk naturgarn i smukke farver til 170 kr.	Når tv-stationer indkøber film, køber de dem som regel i store bundter	different_sense	1560	sb.	bundter	(3, 10)	bundter	(63, 70)																
virus	Skyldes infektionen et virus, hjælper penicillinet ikke spor	alverdens advarsler rullede over skærmen om, at fil efter fil var inficeret med virus	different_sense	15831	sb.	virus	(23, 28)	virus	(80, 85)																
