candidates	label	core_group_placement	outlier_placement
['landsholdsanfører', 'mesterskabsfavorit', 'storfavorit', 'favorit']	landsholdsanfører	17.001.sportsudøver.14	sportsudøver.sportsudøver.0
['gambling', 'hasardspil', 'hasard', 'spil']	spil	17.023.pengespil.2	spil.pengespil.0
['tipspræmie', 'tipspenge', 'tipsgevinst', 'lotterigevinst']	lotterigevinst	17.023.gevinst.1	gevinst.gevinst.1
['flippermaskine', 'lykkehjul', 'spilleautomat', 'spillemønt']	spillemønt	17.023.spillemaskine.0	spillehal.spillemaskine.1
['spilleautomat', 'spillemønt', 'spillemærke', 'chip']	spilleautomat	17.023.spillemaskine.1	spillehal.spillemaskine.0
['spilledjævel', 'lottovinder', 'spillernatur', 'ludoman']	lottovinder	17.023.spiller.0	spiller.spiller.0
['forvaltning', 'forvaltningsafdeling', 'papirmølle', 'embedsfolk']	papirmølle	18.011.forvaltning.0	myndighed.forvaltning.2
['mølle', 'papirmølle', 'kommunekontor', 'bureaukrati']	kommunekontor	18.011.forvaltning.1	myndighed.forvaltning.0
['fritidsnævn', 'skattevæsen', 'skatteråd', 'ligningskommission']	fritidsnævn	18.011.kommunalforvaltning.4	myndighed.kommunalforvaltning.0
['valuar', 'vurderingsmand', 'ekspert', 'vurderingsinspektør']	ekspert	18.011.kommunalforvaltning.13	myndighed.kommunalforvaltning.0
['akutberedskab', 'brandkommission', 'kontaktcenter', 'beredskabskommission']	kontaktcenter	18.011.beredskab.0	myndighed.beredskab.0
['bistandskontor', 'socialforvaltning', 'hjemmepleje', 'socialcenter']	hjemmepleje	18.011.de sociale myndigheder.0	myndighed.de sociale myndigheder.5
['sekretær', 'kabinet', 'embedsstand', 'embedsværk']	sekretær	18.011.embedsmand.0	embedsmand.embedsmand.1
['ufredstid', 'blitzkrig', 'krigstid', 'krig']	blitzkrig	18.020.krig.0	krig.krig.0
['batalje', 'ildkamp', 'kamp', 'kamptummel']	batalje	18.020.kamp.0	krig.kamp.0
['ragnarok', 'straffeaktion', 'gru', 'inferno']	straffeaktion	18.020.krigsforbrydelse.1	krig.krigsforbrydelse.9
['oprør', 'fejde', 'befrielseskrig', 'opstand']	fejde	18.020.borgerkrig.0	krig.borgerkrig.2
['flyverskjul', 'militærhistorie', 'sløring', 'camouflering']	militærhistorie	18.020.strategi.1	krigsførelse.strategi.0
['deployering', 'rundering', 'bevogtning', 'afpatruljering']	deployering	18.020.afpatruljering.0	krigsførelse.afpatruljering.0
['felttog', 'mission', 'operation', 'luftstøtte']	luftstøtte	18.020.militæraktion.0	krigsførelse.militæraktion.0
['NATO-manøvre', 'intervention', 'omringning', 'troppebevægelse']	troppebevægelse	18.020.manøvre.2	krigsførelse.manøvre.0
['fredsforhandling', 'våbenhvile', 'våbenstilstand', 'våbenhvileaftale']	fredsforhandling	18.020.fredsmægling.3	krigsfrygt.fredsmægling.0
['tabstal', 'offer', 'krigsoffer', 'erobring']	erobring	18.020.fjende.1	aggressor.fjende.0
['mellemkrigsår', 'krigsårene', 'besættelsestiden', 'besættelsesårene']	mellemkrigsår	18.020.besættelsestiden.0	besættelsestiden.besættelsestiden.1
['himmelseng', 'sovested', 'sengeleje', 'seng']	himmelseng	19.004.seng.0	seng.seng.1
['dækstol', 'liggestol', 'gyngesofa', 'solvogn']	gyngesofa	19.004.havemøbel.2	kontormøbel.havemøbel.0
['hjemmearbejdsplads', 'skranke', 'arbejdsværelse', 'hjemmekontor']	skranke	20.006.arbejdsplads.5	arbejdsplads.arbejdsplads.1
['sminkerum', 'omklædningsværelse', 'baderum', 'påklædningsværelse']	baderum	20.006.opholdsrum.2	arbejdsplads.opholdsrum.0
['prismærkning', 'prissætning', 'værdiansættelse', 'specifikation']	specifikation	20.026.prissætning.0	prissætning.prissætning.0
['moderation', 'dumping', 'priskrig', 'priskonkurrence']	moderation	20.026.prisnedsættelse.1	prissætning.prisnedsættelse.3
['spring', 'boligboble', 'prisforhøjelse', 'hop']	boligboble	20.026.prisforhøjelse.0	prissætning.prisforhøjelse.1
['købstilbud', 'lancering', 'detail-', 'release']	detail-	20.026.tilbud.0	tilbud.tilbud.0
['betjening', 'kundebetjening', 'ekspedition', 'levering']	levering	20.026.ekspedition.0	salg.ekspedition.1
['omsætningstal', 'omsætning', 'kasseopgørelse', 'omsætningshastighed']	kasseopgørelse	20.026.omsætning.0	salg.omsætning.0
['servicering', 'serviceforringelse', 'service', 'døgnservice']	serviceforringelse	20.026.salgsteknik.2	salgsteknik.salgsteknik.0
['salgspris', 'abonnementspris', 'detailpris', 'bruttopris']	abonnementspris	20.026.pris.1	pris.pris.0
['salgsværdi', 'værdi', 'sortbørspris', 'verdensmarkedspris']	sortbørspris	20.026.værdi.0	værdi.værdi.0
['kioskbasker', 'bestsellerroman', 'salgssucces', 'bestseller']	supersællert	20.026.sællert.1	salgsvare.sællert.0
['autoforhandler', 'eksportvirksomhed', 'bilimportør', 'brugtbilsforhandler']	eksportvirksomhed	20.026.handelsrejsende.5	sælger.handelsrejsende.0
['kædesvig', 'utilbørlighed', 'forprang', 'skattesvig']	forprang	21.008.bedrageri.0	bedrageri.bedrageri.3
['konspiration', 'judaskys', 'sammensværgelse', 'komplot']	judaskys	21.008.svig.1	bedrageri.svig.1
['bondefanger', 'slyngel', 'skurk', 'lusker']	bondefanger	21.008.snyder.0	bedrager.snyder.2
['nævningesag', 'proces', 'retssag', 'sag']	nævningesag	21.023.retssag.0	retssag.retssag.0
['retten', 'retssal', 'retsbygning', 'tingsted']	tingsted	21.023.retssal.0	retssal.retssal.0
['gudshus', 'bedehus', 'missionshus', 'offerskål']	offerskål	22.015.helligdom.0	helligdom.helligdom.0
['buddha', 'buddhafigur', 'afgudsbillede', 'buddhastatue']	afgudsbillede	22.015.gudebillede.4	helligdom.gudebillede.0
['kirkebøsse', 'alterklæde', 'alterdug', 'antependium']	kirkebøsse	22.015.alterbord.1	kirke.alterbord.2
['kirkebøsse', 'kirkesølv', 'antependium', 'tabernakel']	antependium	22.015.alterbord.2	kirke.alterbord.1
