candidates	label	core_group_placement	outlier_placement
['folkegruppe', 'indianer', 'nordeuropæer', 'forlover']	forlover	15.01	15.005.27.0
['nordbo', 'folkeflertal', 'mexicaner', 'længstlevende']	længstlevende	15.01	15.006.3.3
['landbefolkning', 'maurer', 'folkeslag', 'eneforsørger']	eneforsørger	15.01	15.006.4.0
['angelbo', 'sumerer', 'bahrainer', 'trekantsdrama']	trekantsdrama	15.01	15.007.1.0
['østerlænding', 'laot', 'frederiksberger', 'frille']	frille	15.01	15.007.7.1
['rødbynit', 'indokineser', 'folk', 'rejseklub']	rejseklub	15.01	15.010.19.1
['qatarer', 'provinsbo', 'guyaner', 'interessevaretagelse']	interessevaretagelse	15.01	15.011.2.3
['emirataraber', 'københavnersnude', 'gammeldansker', 'drilleri']	drilleri	15.01	15.012.5.0
['milaneser', 'wiener', 'købstadsbo', 'harmoni']	harmoni	15.01	15.014.0.11
['strikkeklub', 'folkefront', 'produktionskollektiv', 'civilperson']	civilperson	15.10	15.001.19.1
['forbundsformand', 'landboforening', 'andelsselskab', 'port']	port	15.10	15.015.4.8
['fællesarrangement', 'bibelselskab', 'nødhjælpsorganisation', 'estimat']	estimat	15.10	15.021.9.0
['netværksgruppe', 'medlemsorganisation', 'fredsbevægelse', 'overbærenhed']	overbærenhed	15.10	15.030.2.7
['delebilklub', 'pensionistklub', 'netværksgruppe', 'skydeskive']	skydeskive	15.10	15.040.20.1
['initiativgruppe', 'lokalkreds', 'internationale', 'stroppetur']	stroppetur	15.10	15.047.13.3
['grundejerforening', 'videoklub', 'landboforening', 'gravøl']	gravøl	15.10	15.050.3.4
['sangforening', 'årskongres', 'medlemstal', 'skidtmads']	skidtmads	15.10	15.050.4.2
['samfund', 'koalition', 'erhvervsorganisation', 'natursceneri']	natursceneri	15.10	15.052.18.1
['dartklub', 'kreds', 'netværk', 'provinsialisme']	provinsialisme	15.10	15.054.13.0
['mundskænk', 'søndagsfrokost', 'madklub', 'bund']	bund	16.05	16.004.1.0
['kaffeslabberas', 'natmad', 'festmåltid', 'klid']	klid	16.05	16.006.259.0
['kaffeselskab', 'madøre', 'julemiddag', 'salmiaksmag']	salmiaksmag	16.05	16.012.7.1
['formiddagskaffe', 'lørdagsmiddag', 'tebord', 'gæring']	gæring	16.05	16.014.3.1
['natmad', 'madvaner', 'aftensmåltid', 'melklister']	melklister	16.05	16.016.1.0
['bespisning', 'vinsmagning', 'kaffemik', 'nydelse']	nydelse	16.05	16.017.3.0
['tebord', 'natmad', 'frokost', 'surhed']	surhed	16.05	16.018.1.1
['ølsmagning', 'middagsgæst', 'morgenbord', 'sødme']	sødme	16.05	16.019.0.1
['vinsmagning', 'tallerkenservering', 'kaffeselskab', 'urinlugt']	urinlugt	16.05	16.021.2.1
['fadservering', 'eftermiddagskaffe', 'julefrokost', 'eftersmag']	eftersmag	16.05	16.022.1.3
['estragon', 'selleritop', 'løvstikkeblad', 'feinschmecker']	feinschmecker	16.07	16.001.9.1
['kvast', 'laurbær', 'rosmarin', 'fastekur']	fastekur	16.07	16.003.1.1
['vaniljestang', 'krydderurtehave', 'safran', 'bulimiker']	bulimiker	16.07	16.003.14.1
['sandeltræ', 'citronpeber', 'bergamot', 'hivert']	hivert	16.07	16.009.7.1
['citrongræs', 'kanelstang', 'selleritop', 'snadde']	snadde	16.07	16.011.14.2
['karry', 'bergamotolie', 'hjertensfryd', 'joint']	joint	16.07	16.011.8.0
['kanel', 'nellike', 'pebermynte', 'krymmel']	krymmel	16.07	16.013.7.0
['citrongræs', 'anis', 'chili', 'gærkultur']	gærkultur	16.07	16.014.2.7
['rosenolie', 'laurbærblad', 'peberrod', 'melklister']	melklister	16.07	16.016.1.0
['purløg', 'krydderbuket', 'limeblad', 'hørmer']	hørmer	16.07	16.021.4.0
