candidates	label	core_group_placement	outlier_placement
['kontaktnet', 'interessegruppe', 'lokalnetværk', 'konstellation']	konstellation	15.010.netværk.0	sammenslutning.sammenslutning.0
['kollegianerforening', 'lokalforening', 'lokalunion', 'lokalkreds']	kollegianerforening	15.010.forening.1	forening.beboerforening.3
['boligforening', 'landsorganisation', 'landssammenslutning', 'landsforbund']	boligforening	15.010.forening.2	forening.beboerforening.1
['venskabsforening', 'underorganisation', 'broderskab', 'støtteforening']	underorganisation	15.010.interesseorganisation.4	forening.underafdeling.0
['aflægger', 'underafdeling', 'division', 'elevforening']	elevforening	15.010.underafdeling.0	forening.interesseorganisation.1
['række', 'persongruppering', 'tolvmandsforening', 'gruppering']	tolvmandsforening	15.010.underafdeling.1	forening.ejerforening.2
['klub', 'loge', 'liga', 'oliekartel']	oliekartel	15.010.lobby.0	brancheorganisation.brancheorganisation.13
['finanskredse', 'begravelseskasse', 'investeringsselskab', 'investeringsforening']	begravelseskasse	15.010.finanskredse.0	brancheorganisation.lønmodtagerorganisation.0
['internationale', 'andelsforening', 'andelsforetagende', 'kooperativ']	internationale	15.010.andelsforetagende.0	brancheorganisation.lønmodtagerorganisation.5
['kontakt', 'afdelingsformand', 'forbindelse', 'kontaktperson']	afdelingsformand	15.010.medlem.2	medlem.klubformand.1
['lokalformand', 'afdelingsformand', 'sektorformand', 'kontakt']	kontakt	15.010.klubformand.0	medlem.medlem.1
['forening', 'tilslutning', 'tirsdagsmøde', 'organisering']	tirsdagsmøde	15.010.tilslutning.0	tilslutning.foreningsliv.13
['forbindelsesled', 'apparat', 'kanal', 'mellemled']	apparat	15.010.bindeled.0	relation.relation.0
['forbindelsesled', 'kommandostruktur', 'organisationsform', 'magt']	forbindelsesled	15.010.organisationsform.0	relation.bindeled.0
['spisning', 'skafning', 'fortæring', 'smagning']	smagning	16.005.spisning.0	spisning.prøvesmagning.0
['gnaveri', 'gumlen', 'ølsmagning', 'tygning']	ølsmagning	16.005.spisning.1	spisning.prøvesmagning.0
['smask', 'sut', 'slikkeri', 'blindsmagning']	blindsmagning	16.005.spisning.2	spisning.prøvesmagning.1
['souper', 'snack', 'mellemmåltid', 'mellemmad']	souper	16.005.måltid.3	måltid.aftensmad.2
['kaffeselskab', 'haps', 'smagsprøve', 'mundsmag']	kaffeselskab	16.005.måltid.4	måltid.kaffe.1
['arbejdsfrokost', 'forretningsfrokost', 'mad', 'firmafrokost']	mad	16.005.frokost.3	måltid.aftensmad.5
['aftensmad', 'middag', 'forret', 'aftensmåltid']	forret	16.005.aftensmad.0	måltid.menu.3
['gourmand', 'makrobiotiker', 'gourmet', 'madøre']	makrobiotiker	16.005.gourmet.0	gourmet.vegetar.2
['slughals', 'kødæder', 'ædedolk', 'grovæder']	kødæder	16.005.gourmet.3	gourmet.kødspiser.0
['hvidløg', 'fed', 'hvidløgsfed', 'kardemomme']	kardemomme	16.007.krydderi.2	krydderi.vanilje.1
['kvist', 'krydderurt', 'urt', 'edelsüss']	edelsüss	16.007.krydderurt.0	krydderi.peber.1
['peberkorn', 'krydderbuket', 'urteblanding', 'dusk']	peberkorn	16.007.krydderurt.1	krydderi.peber.2
['persillekvist', 'madagaskarpeber', 'persilledrys', 'persille']	madagaskarpeber	16.007.krydderurt.4	krydderi.peber.0
['favoritdisciplin', 'breddeidræt', 'idrætsliv', 'fritidssport']	favoritdisciplin	17.001.sport.1	sport.nationalsport.1
['topidræt', 'elitesport', 'konkurrencesport', 'medaljechance']	medaljechance	17.001.sport.2	sport.sportsånd.3
['hængeparti', 'dyst', 'konkurrence', 'kamp']	hængeparti	17.001.konkurrence.0	konkurrence.opvarmning.1
['fight', 'herrefight', 'teknik', 'herrekamp']	teknik	17.001.konkurrence.5	konkurrence.spillemåde.0
['fremstød', 'udlæg', 'damekamp', 'fremløb']	damekamp	17.001.opvarmning.0	konkurrence.konkurrence.0
['omkamp', 'returopgør', 'hængeparti', 'omspil']	returopgør	17.001.opvarmning.3	konkurrence.konkurrence.0
['førertrøje', 'DM-revanche', 'føring', 'førerskab']	DM-revanche	17.001.stilling.2	stilling.sejr.0
['damelandshold', 'idrætsudøver', 'idrætsmand', 'atlet']	damelandshold	17.001.sportsudøver.0	sportsudøver.hold.3
['OL-deltager', 'eliteidrætsudøver', 'OL-hold', 'topidrætsmand']	OL-hold	17.001.sportsudøver.4	sportsudøver.hold.5
['udehold', 'vidunderdreng', 'naturtalent', 'stortalent']	udehold	17.001.sportsudøver.6	sportsudøver.hold.0
['hardhitter', 'tonser', 'udehold', 'fighter']	udehold	17.001.sportsudøver.13	sportsudøver.hold.0
['storfavorit', 'gæster', 'favorit', 'mesterskabsfavorit']	gæster	17.001.sportsudøver.14	sportsudøver.hold.1
['parti', 'hasard', 'hasardspil', 'gambling']	parti	17.023.pengespil.2	spil.spillerunde.1
['tipsgevinst', 'tipspræmie', 'tipspenge', 'spillepenge']	spillepenge	17.023.gevinst.1	gevinst.indsats.1
['indsats', 'indskud', 'lotterigevinst', 'spillepenge']	lotterigevinst	17.023.indsats.0	gevinst.gevinst.1
['spilleautomat', 'spillemaskine', 'flippermaskine', 'bingohal']	bingohal	17.023.spillemaskine.0	spillehal.spillehal.0
['spillemønt', 'jeton', 'chip', 'bankør']	bankør	17.023.spillemaskine.1	spillehal.kasino.0
['spillefugl', 'spillernatur', 'forhånd', 'hasardspiller']	forhånd	17.023.spiller.0	spiller.kortspiller.1
['offentlighed', 'forvaltning', 'embedsapparat', 'forvaltningsafdeling']	offentlighed	18.011.forvaltning.0	myndighed.den offentlige sektor.0
['mølle', 'bureaukrati', 'omsvøbsdepartement', 'fritidsnævn']	fritidsnævn	18.011.forvaltning.1	myndighed.kommunalforvaltning.0
['skattevæsen', 'sundhedsplejerske', 'ligningskommission', 'skatteråd']	sundhedsplejerske	18.011.kommunalforvaltning.4	myndighed.de sociale myndigheder.0
['vurderingsmand', 'krisehjælp', 'valuar', 'vurderingsinspektør']	krisehjælp	18.011.kommunalforvaltning.13	myndighed.beredskab.0
['beredskabsforanstaltning', 'katastrofeberedskab', 'bedriftværn', 'biblioteksvæsen']	biblioteksvæsen	18.011.beredskab.0	myndighed.kommunalforvaltning.11
['videncenter', 'borgerservicecenter', 'kommunecenter', 'borgerservice']	videncenter	18.011.borgerservice.0	myndighed.myndighed.13
['toldvæsen', 'kasse', 'sjasen', 'bistandskontor']	toldvæsen	18.011.de sociale myndigheder.0	myndighed.kommunalforvaltning.3
['embedsstand', 'embedsværk', 'embedsmand', 'integrationsråd']	integrationsråd	18.011.embedsmand.0	embedsmand.kommuneforening.6
['krigstid', 'ufredstid', 'gasangreb', 'krig']	gasangreb	18.020.krig.0	krig.krigsforbrydelse.5
['kamptummel', 'ufredstid', 'kamp', 'ildkamp']	ufredstid	18.020.kamp.0	krig.krig.0
['ubådskrig', 'gru', 'ragnarok', 'inferno']	ubådskrig	18.020.krigsforbrydelse.1	krig.krig.0
['opstand', 'borgerkrig', 'befrielseskrig', 'kampvognsslag']	kampvognsslag	18.020.borgerkrig.0	krig.kamp.3
['efterretningsvirksomhed', 'luftslag', 'efterretningstjeneste', 'kontraspionage']	luftslag	18.020.efterretningsvirksomhed.0	krig.kamp.4
['sløring', 'troppebevægelse', 'flyverskjul', 'camouflering']	troppebevægelse	18.020.strategi.1	krigsførelse.manøvre.0
['kommandosystem', 'artilleribombardement', 'kommandovej', 'kommandostruktur']	artilleribombardement	18.020.kommandovej.0	krigsførelse.angreb.1
['rekognoscering', 'rundering', 'landeværn', 'afpatruljering']	landeværn	18.020.afpatruljering.0	krigsførelse.forsvar.1
['mission', 'felttog', 'kommandosystem', 'krigsindsats']	kommandosystem	18.020.militæraktion.0	krigsførelse.kommandovej.0
['opmarch', 'erobring', 'indgreb', 'intervention']	opmarch	18.020.manøvre.2	krigsførelse.mobilisering.1
['luftforsvar', 'luftoffensiv', 'tæppebombardement', 'bombetogt']	luftforsvar	18.020.luftangreb.0	krigsførelse.forsvar.0
['våbenhvileaftale', 'våbenstilstand', 'krigspropaganda', 'våbenhvile']	krigspropaganda	18.020.fredsmægling.3	krigsfrygt.krigsfrygt.5
['styrkemål', 'forsvarsbudget', 'forsvarsudgift', 'militærudgift']	styrkemål	18.020.militærudgift.0	slagstyrke.slagstyrke.9
['brændpunkt', 'krudttønde', 'målområde', 'urocentrum']	målområde	18.020.brændpunkt.0	konfliktområde.mål.0
['sikkerhedszone', 'kampplads', 'stødpudezone', 'pufferzone']	kampplads	18.020.sikkerhedszone.0	konfliktområde.konfliktområde.1
['ingenmandsland', 'mål', 'bombemål', 'målområde']	ingenmandsland	18.020.mål.0	konfliktområde.sikkerhedszone.0
['menneskeoffer', 'værnemagt', 'tabstal', 'krigsoffer']	værnemagt	18.020.fjende.1	aggressor.aggressor.2
['tyskerhad', 'besættelsestiden', 'krigsårene', 'besættelsesårene']	tyskerhad	18.020.besættelsestiden.0	besættelsestiden.kollaboration.1
['bogkasse', 'isskab', 'boghylde', 'hylde']	isskab	19.004.hylde.0	opbevaringsmøbel.skab.1
['sengeleje', 'sovested', 'sengegavl', 'seng']	sengegavl	19.004.seng.0	seng.gavl.0
['liggestol', 'skrivebord', 'dækstol', 'solvogn']	skrivebord	19.004.havemøbel.2	kontormøbel.kontormøbel.0
['junge', 'mælkejunge', 'malkespand', 'melryster']	melryster	19.006.junge.0	beholder.målebæger.1
['arbejdsværelse', 'hjemmearbejdsplads', 'vagtlokale', 'hjemmekontor']	vagtlokale	20.006.arbejdsplads.5	arbejdsplads.sikkerhedstjeneste.3
['mødesal', 'grupperum', 'turistkontor', 'mødelokale']	turistkontor	20.006.mødelokale.0	arbejdsplads.informationskontor.1
['garderobe', 'teatergarderobe', 'forkontor', 'påklædningsværelse']	forkontor	20.006.opholdsrum.2	arbejdsplads.kontor.8
['TR', 'tillidsrepræsentant', 'tillidsfolk', 'sikkerhedsorganisation']	sikkerhedsorganisation	20.006.tillidsrepræsentant.0	tillidsrepræsentant.sikkerhedsrepræsentant.2
['prissænkning', 'værdiansættelse', 'ansættelse', 'prisfastsættelse']	prissænkning	20.026.prissætning.0	prissætning.prisnedsættelse.1
['prisændring', 'priselasticitet', 'boligboble', 'prisdannelse']	boligboble	20.026.prisændring.0	prissætning.prisforhøjelse.1
['priskonkurrence', 'dumping', 'priskrig', 'prisboble']	prisboble	20.026.prisnedsættelse.1	prissætning.prisforhøjelse.0
['prissænkning', 'spring', 'prisstigning', 'prishop']	prissænkning	20.026.prisforhøjelse.0	prissætning.prisnedsættelse.1
['slutspurt', 'release', 'købstilbud', 'lancering']	slutspurt	20.026.tilbud.0	tilbud.udsalg.3
['ekspedition', 'betjening', 'løssalg', 'kundebetjening']	løssalg	20.026.ekspedition.0	salg.salg.0
['aftræk', 'omsætningstal', 'tømmerhandel', 'omsætning']	tømmerhandel	20.026.omsætning.0	salg.grovvarehandel.1
['service', 'opgørelse', 'kundepleje', 'brugerservice']	opgørelse	20.026.salgsteknik.2	salgsteknik.salgstal.0
['detailpris', 'enhedspris', 'butikspris', 'salgspris']	enhedspris	20.026.pris.1	pris.stykpris.0
['overpris', 'fantasipris', 'favørpris', 'åger']	favørpris	20.026.overpris.0	pris.særpris.2
['markedsværdi', 'salgsværdi', 'markedspris', 'maksimalværdi']	maksimalværdi	20.026.værdi.0	værdi.prisklasse.8
['tillæg', 'merregning', 'afregningspris', 'overpris']	afregningspris	20.026.merpris.0	salgssum.salgssum.1
['bestsellerroman', 'bestseller', 'kioskbasker', 'værdi']	værdi	20.026.sællert.1	salgsvare.salgsvare.1
['autoforhandler', 'bilimportør', 'bilhandler', 'salgsdirektør']	salgsdirektør	20.026.handelsrejsende.5	sælger.salgsmedarbejder.5
['korruptionsskandale', 'fiksfakseri', 'skattesnyderi', 'skattesvig']	korruptionsskandale	21.008.bedrageri.0	bedrageri.bedragerisag.5
['kup', 'tusk', 'hæleri', 'tuskhandel']	kup	21.008.hæleri.0	bedrageri.svig.2
['korruption', 'dækadresse', 'bestikkelsesforsøg', 'bestikkelse']	dækadresse	21.008.korruption.0	bedrageri.sort arbejde.4
['sammensværgelse', 'komplot', 'kup', 'svindel']	svindel	21.008.svig.1	bedrageri.bedrageri.2
['snydetamp', 'lusker', 'slubbert', 'judas']	judas	21.008.snyder.0	bedrager.forræder.2
['efterligner', 'kopist', 'bondefanger', 'plagiator']	bondefanger	21.008.plagiator.0	bedrager.snyder.2
['billethaj', 'snigløber', 'overløber', 'judas']	billethaj	21.008.forræder.0	bedrager.bedrager.1
['proces', 'sag', 'kære', 'retssag']	kære	21.023.retssag.0	retssag.appelsag.3
['vidnesbyrd', 'vidneforklaring', 'procesret', 'vidneudsagn']	procesret	21.023.vidneforklaring.0	rettergang.rettergang.0
['skinproces', 'bevisbedømmelse', 'skueproces', 'justitsmord']	bevisbedømmelse	21.023.rettergangsfejl.0	rettergang.rettergang.0
['retten', 'anklagebænk', 'retssal', 'retslokale']	anklagebænk	21.023.retssal.0	retssal.skranke.3
['rumvæsen', 'alien', 'intelligensvæsen', 'klintekonge']	klintekonge	22.004.rumvæsen.0	fantasivæsen.mare.0
['forudanelse', 'synskhed', 'klarsyn', 'intuition']	forudanelse	22.004.intuition.0	intuition.anelse.0
['klarsyn', 'fornemmelse', 'forudanelse', 'gisning']	klarsyn	22.004.anelse.0	intuition.intuition.1
['forvarsel', 'spådomskunst', 'forløber', 'bebuder']	spådomskunst	22.004.varsel.0	forudsigelse.forudsigelse.0
['drømmesyn', 'antropomorfisme', 'åbenbaring', 'drøm']	antropomorfisme	22.004.syn.0	forudsigelse.forudsigelse.0
['gudshus', 'helligdom', 'kultsted', 'buddha']	buddha	22.015.helligdom.0	helligdom.gudebillede.0
['buddhastatue', 'buddhafigur', 'bedested', 'buddha']	bedested	22.015.gudebillede.4	helligdom.helligdom.4
